,Region,American Cuisine,Asian Cuisine,Drinks/Dessert,Latin Cuisine,No Opinion
11392,31,1,0,0,0,0
11393,31,0,1,0,0,0
11394,31,0,0,0,1,0
11395,31,0,0,0,0,1
11396,31,0,0,0,0,1
11397,31,1,0,0,0,0
11398,31,0,0,1,0,0
11399,31,0,0,0,0,1
11400,31,0,0,0,1,0
11401,31,0,0,0,0,1
11402,31,0,0,0,1,0
11403,31,0,0,1,0,0
11404,31,0,0,0,0,1
11405,31,0,1,0,0,0
11406,31,0,0,0,1,0
11407,31,0,0,1,0,0
11408,31,0,0,0,1,0
11409,31,0,0,1,0,0
11410,31,1,0,0,0,0
11411,31,0,0,1,0,0
11412,31,0,0,0,1,0
11413,31,0,0,1,0,0
11414,31,0,0,0,0,1
11415,31,0,0,0,0,1
11416,31,1,0,0,0,0
11417,31,1,0,0,0,0
11418,31,1,0,0,0,0
11419,31,0,0,1,0,0
11420,31,1,0,0,0,0
11421,31,0,0,0,0,1
11422,31,0,0,0,0,1
11423,31,0,0,0,0,1
11424,31,0,0,1,0,0
11425,31,0,0,1,0,0
11426,31,1,0,0,0,0
11427,31,0,0,0,0,1
11428,31,0,0,0,0,1
11429,31,0,0,1,0,0
11430,31,0,0,1,0,0
11431,31,0,1,0,0,0
11432,31,0,0,0,0,1
11433,31,0,0,1,0,0
11434,31,0,0,1,0,0
11435,31,0,0,0,0,1
11436,31,0,0,0,1,0
11437,31,1,0,0,0,0
11438,31,0,0,0,0,1
11439,31,0,0,0,0,1
11440,31,0,0,1,0,0
11441,31,0,1,0,0,0
11442,31,1,0,0,0,0
11443,31,0,0,1,0,0
11444,31,0,0,0,0,1
11445,31,0,1,0,0,0
11446,31,1,0,0,0,0
11447,31,0,0,1,0,0
11448,31,0,0,0,1,0
11449,31,0,0,1,0,0
11450,31,0,0,0,0,1
11451,31,0,0,0,0,1
11452,31,1,0,0,0,0
11453,31,0,0,1,0,0
11454,31,0,0,0,0,1
11455,31,0,0,0,0,1
11456,31,0,0,1,0,0
11457,31,0,0,0,0,1
11458,31,0,0,0,1,0
11459,31,1,0,0,0,0
11460,31,0,0,0,0,1
11461,31,0,0,0,0,1
11462,31,0,0,0,1,0
11463,31,0,0,0,0,1
11464,31,0,0,0,0,1
11465,31,1,0,0,0,0
11466,31,1,0,0,0,0
11467,31,0,0,0,0,1
11468,31,0,0,0,1,0
11469,31,0,0,0,0,1
11470,31,0,0,1,0,0
11471,31,0,0,0,0,1
11472,31,1,0,0,0,0
11473,31,0,0,0,0,1
11474,31,0,0,0,0,1
11475,31,0,0,0,0,1
11476,31,1,0,0,0,0
11477,31,0,1,0,0,0
11478,31,1,0,0,0,0
11479,31,1,0,0,0,0
11480,31,0,1,0,0,0
11481,31,0,1,0,0,0
11482,31,1,0,0,0,0
11483,31,1,0,0,0,0
11484,31,1,0,0,0,0
11485,31,0,0,0,1,0
11486,31,0,0,0,0,1
11487,31,0,0,1,0,0
11488,31,0,0,0,1,0
11489,31,1,0,0,0,0
11490,31,1,0,0,0,0
11491,31,0,0,0,1,0
11492,31,1,0,0,0,0
11493,31,0,0,0,0,1
11494,31,1,0,0,0,0
11495,31,0,0,0,0,1
11496,31,0,0,0,0,1
11497,31,0,1,0,0,0
11498,31,0,0,0,1,0
11499,31,0,0,0,0,1
11500,31,0,0,0,0,1
11501,31,0,0,1,0,0
11502,31,0,1,0,0,0
11503,31,0,1,0,0,0
11504,31,1,0,0,0,0
11505,31,1,0,0,0,0
11506,31,0,1,0,0,0
11507,31,0,0,1,0,0
11508,31,1,0,0,0,0
11509,31,1,0,0,0,0
11510,31,1,0,0,0,0
11511,31,0,0,0,1,0
11512,31,0,0,0,0,1
11513,31,0,1,0,0,0
11514,31,1,0,0,0,0
11515,31,0,0,1,0,0
11516,31,1,0,0,0,0
11517,31,0,0,0,0,1
11518,31,0,0,0,0,1
11519,31,1,0,0,0,0
11520,31,0,1,0,0,0
11521,31,0,0,1,0,0
11522,31,0,0,1,0,0
11523,31,0,0,0,0,1
11524,31,1,0,0,0,0
11525,31,0,1,0,0,0
11526,31,0,0,0,0,1
11527,31,0,0,0,0,1
11528,31,0,0,0,0,1
11529,31,0,0,0,0,1
11530,31,0,0,0,1,0
11531,31,0,0,0,0,1
11532,31,0,0,0,1,0
11533,31,0,0,0,1,0
11534,31,0,0,0,0,1
11535,31,0,0,0,1,0
11536,31,0,0,1,0,0
11537,31,0,0,1,0,0
11538,31,0,0,0,0,1
11539,31,0,0,0,1,0
11540,31,1,0,0,0,0
11541,31,0,0,1,0,0
11542,31,0,0,0,1,0
11543,31,1,0,0,0,0
11544,31,1,0,0,0,0
11545,31,1,0,0,0,0
11546,31,0,0,0,1,0
11547,31,1,0,0,0,0
11548,31,0,0,0,0,1
11549,31,0,1,0,0,0
11550,31,0,0,0,0,1
11551,31,0,1,0,0,0
11552,31,0,0,0,0,1
11553,31,0,1,0,0,0
11554,31,0,0,1,0,0
11555,31,0,0,1,0,0
11556,31,0,1,0,0,0
11557,31,0,0,1,0,0
11558,31,0,0,0,1,0
11559,31,0,1,0,0,0
11560,31,0,0,0,0,1
11561,31,1,0,0,0,0
11562,31,0,0,0,0,1
11563,31,0,1,0,0,0
11564,31,0,0,1,0,0
11565,31,0,0,0,0,1
11566,31,0,1,0,0,0
11567,31,0,0,0,1,0
11568,31,0,1,0,0,0
11569,31,1,0,0,0,0
11570,31,0,0,1,0,0
11571,31,1,0,0,0,0
11572,31,0,0,1,0,0
11573,31,0,0,0,1,0
11574,31,0,0,0,1,0
11575,31,0,0,0,0,1
11576,31,0,1,0,0,0
11577,31,0,0,0,1,0
11578,31,0,0,0,1,0
11579,31,0,0,0,0,1
11580,31,0,0,1,0,0
11581,31,0,0,0,1,0
11582,31,0,0,0,0,1
11583,31,0,0,1,0,0
11584,31,0,0,0,0,1
11585,31,0,0,0,0,1
11586,31,1,0,0,0,0
11587,31,0,0,0,1,0
11588,31,0,0,0,1,0
11589,31,0,0,0,1,0
11590,31,0,0,1,0,0
11591,31,0,1,0,0,0
11592,31,0,0,0,0,1
11593,31,0,0,1,0,0
11594,31,0,0,0,1,0
11595,31,0,0,0,0,1
11596,31,1,0,0,0,0
11597,31,0,0,0,0,1
11598,31,0,0,0,0,1
11599,31,0,0,0,0,1
11600,31,0,0,1,0,0
11601,31,0,0,0,0,1
11602,31,0,0,0,0,1
11603,31,0,0,0,1,0
11604,31,0,0,0,0,1
11605,31,0,0,1,0,0
11606,31,0,1,0,0,0
11607,31,0,0,0,0,1
11608,31,0,0,0,0,1
11609,31,0,0,0,1,0
11610,31,0,0,0,0,1
11611,31,0,0,1,0,0
11612,31,0,0,0,0,1
11613,31,0,0,0,0,1
11614,31,0,1,0,0,0
11615,31,0,0,0,1,0
11616,31,0,0,1,0,0
11617,31,0,0,1,0,0
11618,31,0,1,0,0,0
11619,31,1,0,0,0,0
11620,31,0,1,0,0,0
11621,31,0,0,1,0,0
11622,31,0,0,0,0,1
11623,31,1,0,0,0,0
11624,31,0,0,0,0,1
11625,31,0,0,0,0,1
11626,31,0,0,0,0,1
11627,31,0,0,0,0,1
11628,31,0,1,0,0,0
11629,31,0,1,0,0,0
11630,31,0,0,0,0,1
11631,31,1,0,0,0,0
11632,31,0,0,1,0,0
11633,31,0,0,0,0,1
11634,31,0,0,0,1,0
11635,31,0,0,0,1,0
11636,31,0,0,0,0,1
11637,31,0,0,0,0,1
11638,31,0,0,0,1,0
11639,31,0,0,1,0,0
11640,31,1,0,0,0,0
11641,31,0,0,0,0,1
11642,31,0,0,0,0,1
11643,31,0,0,0,0,1
11644,31,0,0,1,0,0
11645,31,0,1,0,0,0
11646,31,0,0,1,0,0
11647,31,1,0,0,0,0
11648,31,0,0,0,1,0
11649,31,0,0,1,0,0
11650,31,0,0,0,0,1
11651,31,0,0,0,0,1
11652,31,0,0,0,0,1
11653,31,0,1,0,0,0
11654,31,0,0,1,0,0
11655,31,0,0,0,1,0
11656,31,0,0,0,0,1
11657,31,0,0,0,0,1
11658,31,0,0,0,0,1
11659,31,0,0,0,0,1
11660,31,1,0,0,0,0
11661,31,0,0,0,0,1
11662,31,0,0,0,0,1
11663,31,1,0,0,0,0
11664,31,1,0,0,0,0
11665,32,1,0,0,0,0
11666,32,1,0,0,0,0
11667,32,1,0,0,0,0
11668,32,0,0,0,0,1
11669,32,0,0,0,0,1
11670,32,0,0,0,0,1
11671,32,0,0,0,0,1
11672,32,0,0,0,1,0
11673,32,0,1,0,0,0
11674,32,0,0,1,0,0
11675,32,0,0,1,0,0
11676,32,0,0,0,0,1
11677,32,0,0,0,0,1
11678,32,1,0,0,0,0
11679,32,0,1,0,0,0
11680,32,0,0,0,0,1
11681,32,0,0,1,0,0
11682,32,0,0,0,0,1
11683,32,0,0,1,0,0
11684,32,0,0,0,0,1
11685,32,0,1,0,0,0
11686,32,0,0,0,0,1
11687,32,0,0,0,0,1
11688,32,0,1,0,0,0
11689,32,0,0,1,0,0
11690,32,0,1,0,0,0
11691,32,0,0,0,0,1
11692,32,1,0,0,0,0
11693,32,0,1,0,0,0
11694,32,0,0,1,0,0
11695,32,1,0,0,0,0
11696,32,0,0,0,0,1
11697,32,0,0,1,0,0
11698,32,1,0,0,0,0
11699,32,0,0,0,0,1
11700,32,0,0,0,1,0
11701,32,0,0,1,0,0
11702,32,0,0,1,0,0
11703,32,0,0,0,0,1
11704,32,0,0,0,0,1
11705,32,0,0,0,1,0
11706,32,0,0,0,0,1
11707,32,0,0,0,0,1
11708,32,0,0,1,0,0
11709,32,0,0,0,1,0
11710,32,0,0,0,0,1
11711,32,0,0,1,0,0
11712,32,0,1,0,0,0
11713,32,0,1,0,0,0
11714,32,1,0,0,0,0
11715,32,0,0,0,1,0
11716,32,0,0,0,0,1
11717,32,1,0,0,0,0
11718,32,0,0,1,0,0
11719,32,0,0,1,0,0
11720,32,0,1,0,0,0
11721,32,0,1,0,0,0
11722,32,1,0,0,0,0
11723,32,0,1,0,0,0
11724,32,0,0,1,0,0
11725,32,0,1,0,0,0
11726,32,0,0,0,1,0
11727,32,0,0,0,1,0
11728,32,0,0,0,0,1
11729,32,0,0,0,0,1
11730,32,1,0,0,0,0
11731,32,0,0,0,0,1
11732,32,0,0,0,1,0
11733,32,0,0,0,1,0
11734,32,0,0,0,0,1
11735,32,0,0,0,0,1
11736,32,0,0,1,0,0
11737,32,1,0,0,0,0
11738,32,0,1,0,0,0
11739,32,0,0,0,1,0
11740,32,0,0,0,0,1
11741,32,0,0,1,0,0
11742,32,0,0,1,0,0
11743,32,1,0,0,0,0
11744,32,0,0,0,1,0
11745,32,0,0,0,0,1
11746,32,0,1,0,0,0
11747,32,0,1,0,0,0
11748,32,0,0,0,0,1
11749,32,1,0,0,0,0
11750,32,0,0,0,0,1
11751,32,0,0,1,0,0
11752,32,0,1,0,0,0
11753,32,0,1,0,0,0
11754,32,0,0,0,0,1
11755,32,0,0,0,0,1
11756,32,1,0,0,0,0
11757,32,0,1,0,0,0
11758,32,0,0,0,0,1
11759,32,0,0,0,1,0
11760,32,0,0,0,1,0
11761,32,0,1,0,0,0
11762,32,0,0,0,0,1
11763,32,0,0,0,0,1
11764,32,0,0,0,1,0
11765,32,0,0,0,0,1
11766,32,0,0,0,0,1
11767,32,0,0,0,1,0
11768,32,1,0,0,0,0
11769,32,0,0,0,0,1
11770,32,0,0,0,0,1
11771,32,1,0,0,0,0
11772,32,0,1,0,0,0
11773,32,0,0,1,0,0
11774,32,0,1,0,0,0
11775,32,0,1,0,0,0
11776,32,0,0,0,0,1
11777,32,0,0,0,0,1
11778,32,0,1,0,0,0
11779,32,0,0,0,0,1
11780,32,1,0,0,0,0
11781,32,0,0,1,0,0
11782,32,0,1,0,0,0
11783,32,0,0,0,0,1
11784,32,0,0,0,0,1
11785,32,0,0,0,1,0
11786,32,0,0,0,1,0
11787,32,0,0,0,1,0
11788,32,0,0,0,0,1
11789,32,0,0,0,0,1
11790,32,0,0,0,0,1
11791,32,0,1,0,0,0
11792,32,0,0,0,1,0
11793,32,0,0,1,0,0
11794,32,0,1,0,0,0
11795,32,0,1,0,0,0
11796,32,0,0,1,0,0
11797,32,0,0,0,1,0
11798,32,0,0,0,0,1
11799,32,0,0,0,0,1
11800,32,0,0,0,1,0
11801,32,0,0,1,0,0
11802,32,0,1,0,0,0
11803,33,0,0,0,0,1
11804,33,0,0,0,1,0
11805,33,0,0,0,0,1
11806,33,0,0,0,0,1
11807,33,0,0,0,1,0
11808,33,0,1,0,0,0
11809,33,0,0,0,0,1
11810,33,0,0,0,1,0
11811,33,0,0,1,0,0
11812,33,0,0,0,1,0
11813,33,0,0,1,0,0
11814,33,0,1,0,0,0
11815,33,0,0,0,1,0
11816,33,0,0,0,0,1
11817,33,0,1,0,0,0
11818,33,1,0,0,0,0
11819,33,1,0,0,0,0
11820,33,0,0,0,0,1
11821,33,0,0,0,0,1
11822,33,0,0,0,0,1
11823,33,0,1,0,0,0
11824,33,0,1,0,0,0
11825,33,0,0,0,1,0
11826,33,0,0,0,0,1
11827,33,0,0,1,0,0
11828,33,0,0,1,0,0
11829,33,0,0,0,0,1
11830,33,0,0,0,1,0
11831,33,0,0,0,0,1
11832,33,0,0,0,1,0
11833,33,0,0,0,1,0
11834,33,0,0,0,1,0
11835,33,0,1,0,0,0
11836,33,0,0,1,0,0
11837,33,0,0,0,0,1
11838,33,1,0,0,0,0
11839,33,0,0,0,0,1
11840,33,0,1,0,0,0
11841,33,1,0,0,0,0
11842,33,0,0,0,1,0
11843,33,0,1,0,0,0
11844,33,0,1,0,0,0
11845,33,0,1,0,0,0
11846,33,0,0,0,1,0
11847,33,1,0,0,0,0
11848,33,0,1,0,0,0
11849,33,0,1,0,0,0
11850,33,0,0,0,1,0
11851,33,0,1,0,0,0
11852,33,1,0,0,0,0
11853,33,0,0,0,1,0
11854,33,0,0,0,0,1
11855,33,0,1,0,0,0
11856,33,0,1,0,0,0
11857,33,0,0,0,0,1
11858,33,1,0,0,0,0
11859,33,0,0,0,1,0
11860,33,0,0,1,0,0
11861,33,0,1,0,0,0
11862,33,0,0,0,0,1
11863,33,0,1,0,0,0
11864,33,1,0,0,0,0
11865,33,0,1,0,0,0
11866,33,0,0,0,0,1
11867,33,0,0,1,0,0
11868,33,0,0,0,1,0
11869,33,0,0,0,0,1
11870,33,0,0,0,0,1
11871,33,0,1,0,0,0
11872,33,1,0,0,0,0
11873,33,0,1,0,0,0
11874,33,0,0,0,1,0
11875,33,0,1,0,0,0
11876,33,0,0,0,0,1
11877,33,0,0,0,1,0
11878,33,1,0,0,0,0
11879,33,0,1,0,0,0
11880,33,1,0,0,0,0
11881,33,0,0,0,0,1
11882,33,0,0,0,0,1
11883,33,0,0,0,1,0
11884,33,0,0,0,0,1
11885,33,0,0,0,0,1
11886,33,0,0,0,0,1
11887,33,0,0,1,0,0
11888,33,0,1,0,0,0
11889,33,0,1,0,0,0
11890,33,1,0,0,0,0
11891,33,0,0,0,1,0
11892,33,0,1,0,0,0
11893,33,0,0,0,1,0
11894,33,0,0,1,0,0
11895,33,0,0,0,1,0
11896,33,0,1,0,0,0
11897,33,0,1,0,0,0
11898,33,0,0,0,0,1
11899,33,0,0,0,1,0
11900,33,0,0,0,0,1
11901,33,0,1,0,0,0
11902,33,0,1,0,0,0
11903,33,0,0,0,1,0
11904,33,0,0,0,0,1
11905,33,1,0,0,0,0
11906,33,0,0,0,0,1
11907,33,0,1,0,0,0
11908,33,0,1,0,0,0
11909,33,0,0,1,0,0
11910,33,0,1,0,0,0
11911,33,0,1,0,0,0
11912,33,1,0,0,0,0
11913,33,0,0,0,0,1
11914,33,0,0,1,0,0
11915,33,1,0,0,0,0
11916,33,0,0,0,0,1
11917,33,0,0,0,1,0
11918,33,0,0,0,0,1
11919,33,0,1,0,0,0
11920,33,0,0,0,0,1
11921,33,0,0,0,0,1
11922,33,0,1,0,0,0
11923,33,0,0,0,0,1
11924,33,1,0,0,0,0
11925,33,0,0,1,0,0
11926,33,0,0,1,0,0
11927,33,0,1,0,0,0
11928,33,0,0,1,0,0
11929,33,0,1,0,0,0
11930,33,0,0,1,0,0
11931,33,0,0,0,1,0
11932,33,0,1,0,0,0
11933,33,1,0,0,0,0
11934,33,0,0,0,0,1
11935,33,0,0,0,1,0
11936,33,0,0,1,0,0
11937,33,0,1,0,0,0
11938,33,0,0,0,0,1
11939,33,0,1,0,0,0
11940,33,1,0,0,0,0
11941,33,0,0,1,0,0
11942,33,0,0,0,0,1
11943,33,0,0,0,1,0
11944,33,0,0,0,1,0
11945,33,0,0,0,1,0
11946,33,0,0,1,0,0
11947,33,0,1,0,0,0
11948,33,0,0,0,1,0
11949,33,0,1,0,0,0
11950,33,0,0,1,0,0
11951,33,0,0,0,1,0
11952,33,0,1,0,0,0
11953,33,0,0,0,0,1
11954,33,0,1,0,0,0
11955,33,0,0,0,1,0
11956,33,0,0,1,0,0
11957,33,1,0,0,0,0
11958,33,0,1,0,0,0
11959,33,0,0,0,1,0
11960,33,0,0,0,0,1
11961,33,0,1,0,0,0
11962,33,1,0,0,0,0
11963,33,0,0,0,0,1
11964,33,0,1,0,0,0
11965,33,0,1,0,0,0
11966,33,0,0,0,0,1
11967,33,0,0,0,1,0
11968,33,0,0,0,1,0
11969,33,0,0,0,1,0
11970,33,1,0,0,0,0
11971,33,0,0,0,0,1
11972,33,0,0,1,0,0
11973,33,0,0,0,0,1
11974,33,0,0,0,0,1
11975,33,0,0,0,1,0
11976,33,0,0,1,0,0
11977,33,0,1,0,0,0
11978,33,1,0,0,0,0
11979,33,0,1,0,0,0
11980,33,0,0,1,0,0
11981,33,1,0,0,0,0
11982,33,0,1,0,0,0
11983,33,0,0,0,1,0
11984,33,0,1,0,0,0
11985,33,0,1,0,0,0
11986,33,0,0,0,1,0
11987,33,1,0,0,0,0
11988,33,0,1,0,0,0
11989,34,0,0,0,0,1
11990,34,0,1,0,0,0
11991,34,0,0,0,0,1
11992,34,0,0,0,0,1
11993,34,0,0,0,0,1
11994,34,0,0,0,1,0
11995,34,0,1,0,0,0
11996,34,0,0,0,1,0
11997,34,1,0,0,0,0
11998,34,0,1,0,0,0
11999,34,0,0,0,0,1
12000,34,1,0,0,0,0
12001,34,1,0,0,0,0
12002,34,0,1,0,0,0
12003,34,0,0,0,0,1
12004,34,0,0,1,0,0
12005,34,0,0,1,0,0
12006,34,0,0,1,0,0
12007,34,0,1,0,0,0
12008,34,0,0,0,0,1
12009,34,0,1,0,0,0
12010,34,0,0,0,1,0
12011,34,0,0,0,0,1
12012,34,0,0,1,0,0
12013,34,0,0,0,0,1
12014,34,0,1,0,0,0
12015,34,1,0,0,0,0
12016,34,0,0,0,1,0
12017,34,0,0,0,0,1
12018,34,0,0,1,0,0
12019,34,0,1,0,0,0
12020,34,0,0,0,1,0
12021,34,0,1,0,0,0
12022,34,1,0,0,0,0
12023,34,0,0,0,0,1
12024,34,0,0,0,0,1
12025,34,0,0,0,1,0
12026,34,0,0,0,0,1
12027,34,0,0,1,0,0
12028,34,0,1,0,0,0
12029,34,0,0,1,0,0
12030,34,0,0,0,0,1
12031,34,0,0,0,0,1
12032,34,0,0,0,1,0
12033,34,0,0,0,0,1
12034,34,0,0,0,0,1
12035,34,0,0,1,0,0
12036,34,0,0,1,0,0
12037,34,0,0,0,0,1
12038,34,1,0,0,0,0
12039,34,0,0,1,0,0
12040,34,0,0,0,1,0
12041,34,0,0,0,1,0
12042,34,0,0,0,1,0
12043,34,0,0,1,0,0
12044,34,0,1,0,0,0
12045,34,0,1,0,0,0
12046,34,0,0,0,0,1
12047,34,0,0,0,1,0
12048,34,1,0,0,0,0
12049,34,0,1,0,0,0
12050,34,0,0,1,0,0
12051,34,0,1,0,0,0
12052,34,0,0,1,0,0
12053,34,0,1,0,0,0
12054,34,0,1,0,0,0
12055,34,0,1,0,0,0
12056,34,0,0,0,0,1
12057,34,0,0,0,0,1
12058,34,0,0,1,0,0
12059,34,0,0,0,0,1
12060,34,0,0,1,0,0
12061,34,0,0,1,0,0
12062,34,0,0,0,0,1
12063,34,0,1,0,0,0
12064,34,0,1,0,0,0
12065,34,0,1,0,0,0
12066,34,1,0,0,0,0
12067,34,0,0,1,0,0
12068,34,0,0,1,0,0
12069,34,0,0,1,0,0
12070,34,0,1,0,0,0
12071,34,0,0,0,0,1
12072,34,0,0,0,0,1
12073,34,0,0,0,1,0
12074,34,0,0,0,0,1
12075,34,0,0,0,0,1
12076,34,0,1,0,0,0
12077,34,0,0,0,0,1
12078,34,0,0,1,0,0
12079,34,0,1,0,0,0
12080,34,0,1,0,0,0
12081,34,0,1,0,0,0
12082,34,1,0,0,0,0
12083,34,0,1,0,0,0
12084,34,0,1,0,0,0
12085,34,0,1,0,0,0
12086,34,1,0,0,0,0
12087,34,0,0,0,1,0
12088,34,0,0,1,0,0
12089,34,0,0,0,0,1
12090,34,0,0,1,0,0
12091,34,0,0,0,1,0
12092,34,0,0,1,0,0
12093,34,0,1,0,0,0
12094,34,1,0,0,0,0
12095,34,0,1,0,0,0
12096,34,0,0,0,0,1
12097,34,1,0,0,0,0
12098,34,0,0,0,0,1
12099,34,0,1,0,0,0
12100,34,0,1,0,0,0
12101,34,0,0,1,0,0
12102,34,0,1,0,0,0
12103,34,1,0,0,0,0
12104,34,0,0,1,0,0
12105,34,0,0,0,0,1
12106,34,0,0,0,1,0
12107,34,0,1,0,0,0
12108,34,0,0,0,0,1
12109,34,0,0,0,1,0
12110,34,0,0,0,0,1
12111,34,0,1,0,0,0
12112,34,0,0,1,0,0
12113,34,1,0,0,0,0
12114,34,0,1,0,0,0
12115,34,0,0,0,1,0
12116,34,0,0,0,1,0
12117,34,0,0,1,0,0
12118,34,0,0,1,0,0
12119,34,0,0,0,0,1
12120,34,0,1,0,0,0
12121,34,0,0,0,0,1
12122,34,1,0,0,0,0
12123,34,0,1,0,0,0
12124,34,0,0,0,0,1
12125,34,0,0,0,1,0
12126,34,0,0,0,1,0
12127,34,1,0,0,0,0
12128,34,0,1,0,0,0
12129,34,0,1,0,0,0
12130,34,0,0,0,1,0
12131,34,0,0,1,0,0
12132,34,0,0,1,0,0
12133,34,0,1,0,0,0
12134,34,0,0,0,0,1
12135,34,0,1,0,0,0
12136,34,0,0,0,1,0
12137,34,0,0,0,0,1
12138,34,1,0,0,0,0
12139,34,0,0,0,1,0
12140,34,0,1,0,0,0
12141,34,1,0,0,0,0
12142,34,0,0,1,0,0
12143,34,0,0,0,1,0
12144,34,0,0,0,0,1
12145,34,1,0,0,0,0
12146,34,0,1,0,0,0
12147,34,0,0,0,0,1
12148,34,0,0,0,1,0
12149,34,0,1,0,0,0
12150,34,0,1,0,0,0
12151,34,0,0,1,0,0
12152,34,0,0,1,0,0
12153,34,0,0,0,1,0
12154,34,0,0,0,0,1
12155,34,0,0,0,0,1
12156,34,0,0,0,0,1
12157,34,0,1,0,0,0
12158,34,0,0,1,0,0
12159,34,0,0,0,0,1
12160,34,0,0,0,1,0
12161,34,0,0,0,0,1
12162,34,0,0,0,1,0
12163,34,0,0,0,0,1
12164,34,0,0,0,1,0
12165,34,0,0,0,1,0
12166,34,0,1,0,0,0
12167,34,0,1,0,0,0
12168,34,0,0,0,0,1
12169,34,0,1,0,0,0
12170,34,0,1,0,0,0
12171,34,0,1,0,0,0
12172,34,0,0,0,0,1
12173,34,0,0,0,0,1
12174,34,0,0,1,0,0
12175,34,0,0,1,0,0
12176,34,0,1,0,0,0
12177,34,0,1,0,0,0
12178,34,1,0,0,0,0
12179,34,0,1,0,0,0
12180,34,0,0,1,0,0
12181,34,0,0,0,1,0
12182,34,1,0,0,0,0
12183,34,0,0,0,0,1
12184,34,0,1,0,0,0
12185,34,0,1,0,0,0
12186,34,0,1,0,0,0
12187,34,0,1,0,0,0
12188,34,0,0,0,1,0
12189,34,0,1,0,0,0
12190,34,0,0,1,0,0
12191,34,0,0,0,0,1
12192,34,1,0,0,0,0
12193,34,0,0,0,1,0
12194,34,0,0,0,0,1
12195,34,0,0,1,0,0
12196,34,0,0,0,1,0
12197,34,1,0,0,0,0
12198,34,0,0,1,0,0
12199,34,0,0,1,0,0
12200,34,0,0,0,1,0
12201,34,0,0,0,0,1
12202,34,0,1,0,0,0
12203,34,0,0,0,0,1
12204,34,1,0,0,0,0
12205,34,0,0,1,0,0
12206,34,0,0,1,0,0
12207,34,0,0,1,0,0
12208,34,0,0,0,0,1
12209,34,0,1,0,0,0
12210,34,0,0,0,1,0
12211,34,1,0,0,0,0
12212,34,0,1,0,0,0
12213,34,1,0,0,0,0
12214,34,1,0,0,0,0
12215,34,0,1,0,0,0
12216,34,0,0,0,0,1
12217,34,1,0,0,0,0
12218,34,0,0,0,1,0
12219,34,0,0,0,0,1
12220,34,0,0,0,1,0
12221,34,0,0,1,0,0
12222,34,0,1,0,0,0
12223,34,0,0,0,0,1
12224,34,0,0,1,0,0
12225,34,0,0,0,1,0
12226,34,0,0,0,0,1
12227,34,0,0,1,0,0
12228,34,0,0,1,0,0
12229,34,0,0,0,0,1
12230,34,0,0,0,0,1
12231,34,1,0,0,0,0
12232,34,0,0,0,1,0
12233,34,0,0,1,0,0
12234,34,0,1,0,0,0
12235,34,0,0,0,0,1
12236,34,0,0,0,0,1
12237,34,1,0,0,0,0
12238,34,0,0,0,1,0
12239,34,0,0,0,1,0
12240,34,0,0,0,0,1
12241,34,0,0,0,0,1
12242,34,0,0,0,0,1
12243,34,0,0,0,0,1
12244,34,0,1,0,0,0
12245,34,0,0,0,0,1
12246,34,1,0,0,0,0
12247,34,0,0,0,1,0
12248,34,0,1,0,0,0
12249,34,0,0,0,1,0
12250,34,1,0,0,0,0
12251,34,0,1,0,0,0
12252,34,0,0,1,0,0
12253,34,0,0,0,0,1
12254,34,0,0,1,0,0
12255,34,0,0,0,1,0
12256,34,0,0,0,1,0
12257,34,0,0,0,0,1
12258,34,0,0,0,1,0
12259,34,0,0,0,0,1
12260,34,0,0,0,1,0
12261,34,0,0,0,1,0
12262,34,0,0,0,0,1
12263,34,0,0,0,0,1
12264,34,0,0,0,1,0
12265,34,1,0,0,0,0
12266,34,0,1,0,0,0
12267,34,0,1,0,0,0
12268,34,0,1,0,0,0
12269,34,0,0,0,1,0
12270,34,0,1,0,0,0
12271,34,0,0,0,0,1
12272,34,0,0,0,0,1
12273,34,0,1,0,0,0
12274,34,0,0,1,0,0
12275,34,1,0,0,0,0
12276,34,1,0,0,0,0
12277,34,0,0,0,1,0
12278,34,0,0,1,0,0
12279,34,0,0,0,1,0
12280,34,1,0,0,0,0
12281,34,0,0,0,1,0
12282,34,0,0,1,0,0
12283,34,0,1,0,0,0
12284,34,0,0,0,0,1
12285,34,0,0,0,1,0
12286,34,0,0,1,0,0
12287,34,0,1,0,0,0
12288,34,0,0,1,0,0
12289,34,0,1,0,0,0
12290,34,0,0,0,1,0
12291,34,1,0,0,0,0
12292,34,1,0,0,0,0
12293,34,1,0,0,0,0
12294,34,0,1,0,0,0
12295,34,0,0,1,0,0
12296,34,0,0,0,0,1
12297,34,0,0,0,1,0
12298,34,0,1,0,0,0
12299,34,0,1,0,0,0
12300,34,0,1,0,0,0
12301,34,0,0,0,0,1
12302,34,1,0,0,0,0
12303,34,0,0,0,1,0
12304,34,0,1,0,0,0
12305,34,0,0,0,0,1
12306,34,1,0,0,0,0
12307,34,0,1,0,0,0
12308,34,0,1,0,0,0
12309,34,1,0,0,0,0
12310,34,0,0,0,1,0
12311,34,0,0,0,1,0
12312,34,0,0,0,0,1
12313,34,0,0,0,1,0
12314,34,0,1,0,0,0
12315,34,1,0,0,0,0
12316,34,0,0,1,0,0
12317,34,0,0,1,0,0
12318,34,0,0,0,1,0
12319,34,0,0,0,0,1
12320,34,0,0,0,0,1
12321,34,0,0,0,1,0
